,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature
0,0.20579629410028927,0.32558139534883723,0.6671641791044776,0.2588546074173656,0.2015018773466833,7.551282051282051e-05,0.28055905602016273,0.5142111950779108,0.03782101167315175,0.5041104660468229,0.1975375310508694,0.75
1,0.3102470691733014,0.5348837209302325,0.7402985074626867,0.05183748225137419,0.7384230287859825,0.0001346153846153846,0.15797914995990375,0.7865311308767471,0.04622568093385213,0.24225559096133975,0.3930230046441301,0.75
2,0.3426867910791454,0.5581395348837209,0.6582089552238806,0.1417164139072594,0.6795994993742178,0.0,0.11788291900561347,0.5378184979602755,0.05478599221789882,0.2205028591383299,0.6414299600388811,0.75
3,0.30690188659472545,0.37209302325581395,0.6746268656716419,0.6321641773888255,0.7196495619524406,0.003961538461538461,0.08294191774544621,0.5347421922022336,0.0905836575875486,0.16954035531887024,0.5982287504050113,0.75
4,0.35580553265069176,0.6046511627906976,0.673134328358209,0.5829004511462575,0.4468085106382978,5.666666666666666e-06,0.10069882002520335,0.5439711094763593,0.09774319066147857,0.16980226112008368,0.38762285343989633,0.75
5,0.24255745137351042,0.3023255813953488,0.7567164179104477,0.36723480515101525,0.6370463078848561,1.0,0.09726200022912132,0.3800575135424329,0.040155642023346295,0.322311464198932,0.5755481153472297,0.75
6,0.4852748537689148,0.38372093023255816,0.673134328358209,0.09858328470821096,0.6658322903629537,0.0,0.11788291900561347,0.6448204373704274,0.03782101167315175,0.5544764066524073,0.7505130143644022,0.75
7,0.25807821604970616,0.3372093023255814,0.8402985074626865,0.3354870704613603,0.46057571964956195,0.0,0.07904685530988659,0.29826790610579823,0.05182879377431906,0.48984387504183213,0.6651906253375095,0.75
8,0.34872907882000265,0.38372093023255816,0.6373134328358208,0.6080796890035701,0.6633291614518149,0.15641025641025638,0.17058082254553786,0.8079983949709089,0.5470817120622568,0.911839597247079,0.6144292040177125,0.75
9,0.27532259087562155,0.18604651162790697,0.5955223880597014,0.1822221443733709,0.8235294117647058,0.0,0.8327414365906748,0.7377783722329968,0.3976653696498055,0.24235744321736719,0.6079490225726321,0.75
10,0.2645562324364125,0.47674418604651164,0.7164179104477613,0.10996867921760446,0.6633291614518149,0.00018333333333333334,0.07755756673158437,0.6806660870728283,0.06832684824902724,0.17721565032665465,0.7602332865320229,0.75
11,0.1799642040644106,0.5348837209302325,0.6776119402985075,0.3103078326040477,0.7008760951188986,7.012820512820512e-06,0.09840760682781532,0.6157961613054237,0.0933852140077821,0.1841488788976675,0.6511502322065018,0.75
12,0.2085899214309549,0.27906976744186046,0.6134328358208954,0.12967416971463167,0.7121401752190237,5.999999999999999e-06,0.12246534540038952,0.41289373369892335,0.1937743190661478,0.20662185167401448,0.7883140727940383,0.75
13,0.3321824213826939,0.43023255813953487,0.7402985074626867,0.3343923209893032,0.3617021276595744,0.08974358974358974,0.07446442891511054,0.3301009830803183,0.05961089494163422,0.34444977956261724,0.7040717140079922,0.75
14,0.3017917272228366,0.5348837209302325,0.3477611940298508,0.04592583510226603,0.6320400500625782,0.0,0.055218238057051214,0.6252257072159433,0.24046692607003886,0.23606442882709844,0.44378442596392703,0.75
